upper|lower|rain|month|yr|monthF
2153|14|2.5|3.9|11|1992|11
2154|14.5|11.8|0.2|11|1992|11
2155|13.5|3.8|0.1|11|1992|11
2156|13.5|5.3|6.2|11|1992|11
2157|11.5|5.5|14.9|11|1992|11
2158|9.8|2.8|0|11|1992|11
2159|12.8|3.5|3.3|11|1992|11
2160|8.5|3.8|10.8|11|1992|11
2161|13|6.5|2.1|11|1992|11
2162|12.5|5.5|9.2|12|1992|12
2163|12.5|9|6|12|1992|12
2164|13|3.8|10.7|12|1992|12
2165|7.5|-0.3|0.1|12|1992|12
2166|5.5|0.5|0|12|1992|12
2167|6.5|-2.3|0.2|12|1992|12
2168|9.3|2.3|4.7|12|1992|12
2169|9.5|5|0.2|12|1992|12
2170|6.8|3.5|0|12|1992|12
2171|6.5|-0.3|0|12|1992|12
2172|7|-0.5|0|12|1992|12
2173|12.3|4.5|0.9|12|1992|12
2174|8|1|0|12|1992|12
2175|10.8|4.3|0|12|1992|12
2176|10|7.5|0|12|1992|12
2177|9.5|5.3|4|12|1992|12
2178|10|-3.5|3.6|12|1992|12
2179|9.5|-1.8|2|12|1992|12
2180|11.5|3.8|9.8|12|1992|12
2181|4.8|1.3|5.9|12|1992|12
2182|7.5|-2.3|0|12|1992|12
2183|5.3|-1.3|0|12|1992|12
2184|5|-3|0|12|1992|12
2185|2.8|-3.5|0|12|1992|12
2186|2.8|-2.5|0.1|12|1992|12
2187|5|3|0|12|1992|12
2188|5.3|3.5|0|12|1992|12
2189|6.3|0.3|0|12|1992|12
2190|5.5|-5.8|0|12|1992|12
2191|2.3|-8|0|12|1992|12
2192|1.5|-4.5|0|12|1992|12
2193|3.5|0.5|0|1|1993|1
2194|4.8|-1.5|0|1|1993|1
2195|6|-6.5|0|1|1993|1
2196|6|-6.5|0.6|1|1993|1
2197|9.3|1.8|0.5|1|1993|1
2198|12.3|8.8|4.9|1|1993|1
2199|12|-1|7.2|1|1993|1
2200|11.3|-1|0.5|1|1993|1
2201|11.2|1.5|0|1|1993|1
2202|12|7.3|10.3|1|1993|1
2203|12|8.3|16.3|1|1993|1
2204|9.5|2.7|0.6|1|1993|1
2205|8|3|0.5|1|1993|1
2206|13.4|4|12.6|1|1993|1
2207|12.2|5.2|3.5|1|1993|1
2208|12.8|4.9|1|1|1993|1
2209|13|10.1|0|1|1993|1
2210|13|1.8|0.5|1|1993|1
2211|9.3|3|0.3|1|1993|1
2212|11.8|4.8|0.7|1|1993|1
2213|12.5|6.3|0|1|1993|1
2214|12.7|8.5|1.9|1|1993|1
2215|9|5|5|1|1993|1
2216|13|6.8|0.9|1|1993|1
2217|10|2.8|0.3|1|1993|1
2218|5.3|-1.8|0|1|1993|1
2219|11|2|8.2|1|1993|1
2220|9.5|6.8|1.2|1|1993|1
2221|10.5|5.5|0.2|1|1993|1
2222|9.5|4.3|0|1|1993|1
2223|7.3|1.3|0|1|1993|1
2224|7.5|3|0.2|2|1993|2
2225|6.3|1.8|0|2|1993|2
2226|10.5|1.8|0|2|1993|2
2227|5.3|1.5|0.1|2|1993|2
2228|2.7|-1.3|0|2|1993|2
2229|4|0.5|0|2|1993|2
2230|9.8|3|0|2|1993|2
2231|9|7.8|0.7|2|1993|2
2232|9.5|5.8|0.1|2|1993|2
2233|6.5|2.3|0|2|1993|2
2234|3.5|1.8|0|2|1993|2
2235|3.5|1.8|0|2|1993|2
2236|4|2|0.2|2|1993|2
2237|5.8|-0.5|0|2|1993|2
2238|3.5|0.8|0|2|1993|2
2239|8|2|0|2|1993|2
2240|10|4.5|0|2|1993|2
2241|10.5|7.5|0|2|1993|2
2242|8.8|4.8|0|2|1993|2
2243|8.8|1.5|0|2|1993|2
2244|8.8|1|0|2|1993|2
2245|7.5|-1|0|2|1993|2
2246|7.2|0.4|0|2|1993|2
2247|7.3|1|0|2|1993|2
2248|8.5|2|0|2|1993|2
2249|8.5|2.5|1.7|2|1993|2
2250|6|0|0.7|2|1993|2
2251|4.3|-4|0|2|1993|2
2252|2.8|-2.8|0.4|3|1993|3
2253|5.3|0.5|0|3|1993|3
2254|3.3|1.5|0|3|1993|3
2255|5|1|0|3|1993|3
2256|4.5|-2.3|0|3|1993|3
2257|9.5|2.3|0|3|1993|3
2258|10.5|3.3|0|3|1993|3
2259|9.5|4.5|0|3|1993|3
2260|12|-2.8|0|3|1993|3
2261|10|3.5|0.2|3|1993|3
2262|12|4.5|0|3|1993|3
2263|14.5|-2|0|3|1993|3
2264|15.1|-2|0|3|1993|3
2265|16.8|3.5|0|3|1993|3
2266|15.8|5.3|0|3|1993|3
2267|19|7|0|3|1993|3
2268|11.8|7|0|3|1993|3
2269|16.4|9|0|3|1993|3
2270|16.3|3.5|0|3|1993|3
2271|12|-3.5|0|3|1993|3
2272|13|3.5|0|3|1993|3
2273|13|7.8|5|3|1993|3
2274|12.5|1|0.1|3|1993|3
2275|11|-1.3|0|3|1993|3
2276|10.5|0.5|0|3|1993|3
2277|10.4|2.5|0|3|1993|3
2278|9.5|-4.9|0|3|1993|3
2279|8.5|-2.7|0|3|1993|3
2280|11|3.5|0|3|1993|3
2281|12|5.5|0|3|1993|3
2282|14|0.5|4.7|3|1993|3
2283|13|4.8|20|4|1993|4
2284|7.5|0.5|25.2|4|1993|4
2285|12|-2|0|4|1993|4
2286|10.8|2.3|2.6|4|1993|4
2287|12|3.5|7.2|4|1993|4
2288|12.8|7|2.8|4|1993|4
2289|13|4.5|1.4|4|1993|4
2290|9.5|6.5|1.3|4|1993|4
2291|12.5|7|1.2|4|1993|4
2292|10.5|2.3|12.1|4|1993|4
2293|13.5|5.3|9.9|4|1993|4
2294|12.3|1|2.8|4|1993|4
2295|14|1|0.2|4|1993|4
2296|11.8|3.8|0|4|1993|4
2297|16.6|2.7|0|4|1993|4
2298|13.7|3|0|4|1993|4
2299|15.3|8.3|0|4|1993|4
2300|15.5|7.8|0.1|4|1993|4
2301|15|9|0|4|1993|4
2302|17|6.5|0|4|1993|4
2303|19.3|10.8|0|4|1993|4
2304|17.3|5|0|4|1993|4
2305|14|9.3|0.4|4|1993|4
2306|13.5|7.8|3.3|4|1993|4
2307|14.3|7.3|2.6|4|1993|4
2308|16.5|7.3|0|4|1993|4
2309|13.3|7|4.8|4|1993|4
2310|20.5|6.8|0|4|1993|4
2311|16.8|7|0|4|1993|4
2312|21.3|8.5|0|4|1993|4
2313|21.8|7|0|5|1993|5
2314|18.3|6.5|0|5|1993|5
2315|13.5|3|0|5|1993|5
2316|14.3|9|0|5|1993|5
2317|16|6.5|0|5|1993|5
2318|15.5|4|0|5|1993|5
2319|15.3|9.8|0|5|1993|5
2320|17|5|0|5|1993|5
2321|18|6.5|0.7|5|1993|5
2322|17.5|7.8|0.7|5|1993|5
2323|21.5|9|0|5|1993|5
2324|25|9.3|0|5|1993|5
2325|18|8|0|5|1993|5
2326|17|8.5|0|5|1993|5
2327|15.3|3|1.1|5|1993|5
2328|14|3.5|1.2|5|1993|5
2329|17.3|10|0.2|5|1993|5
2330|21.5|11.3|3.7|5|1993|5
2331|18|6|0|5|1993|5
2332|17.3|13|0.2|5|1993|5
2333|13.3|6.3|8.3|5|1993|5
2334|16.8|9.5|0|5|1993|5
2335|19.5|10.5|0.3|5|1993|5
2336|23|13|0|5|1993|5
2337|24.3|11|0|5|1993|5
2338|19|9.5|1.4|5|1993|5
2339|16.3|10.8|8.5|5|1993|5
2340|13.5|7.5|0.2|5|1993|5
2341|18|4.9|0|5|1993|5
2342|19.2|10.8|1.2|5|1993|5
2343|16.6|8.7|0.9|5|1993|5
2344|17.3|10.3|1.2|6|1993|6
2345|20.3|8|3.8|6|1993|6
2346|18.5|10.5|8.5|6|1993|6
2347|18.8|7|0|6|1993|6
2348|22|8.5|0|6|1993|6
2349|25|7.5|0|6|1993|6
2350|25.5|11|0|6|1993|6
2351|25.5|13.5|0|6|1993|6
2352|27.8|16.8|0|6|1993|6
2353|27.2|14.5|0|6|1993|6
2354|23.5|15|9|6|1993|6
2355|16.5|11.5|3.7|6|1993|6
2356|17.5|10.8|1|6|1993|6
2357|17.5|10.8|3.2|6|1993|6
2358|19|8|1.1|6|1993|6
2359|20.8|12.5|5|6|1993|6
2360|16.5|12|12|6|1993|6
2361|20.8|13.5|0.2|6|1993|6
2362|18.3|11.8|0|6|1993|6
2363|19|9.5|0|6|1993|6
2364|20.3|8.5|0|6|1993|6
2365|19.5|6.3|0|6|1993|6
2366|19.5|9|0|6|1993|6
2367|18.5|7.3|0|6|1993|6
2368|21|6.5|0|6|1993|6
2369|20.5|13|0|6|1993|6
2370|22.8|15|0|6|1993|6
2371|24.5|9|0|6|1993|6
2372|24.3|8.3|0|6|1993|6
2373|24.8|11|0|6|1993|6
2374|27.3|11|0|7|1993|7
2375|23.4|12.9|0|7|1993|7
2376|24.5|13.3|0|7|1993|7
2377|26|14.5|0|7|1993|7
2378|26.8|13.5|0|7|1993|7
2379|19|8.5|0|7|1993|7
2380|23.3|8.8|0|7|1993|7
2381|22.8|12|0|7|1993|7
2382|22|15|0|7|1993|7
2383|17.5|6.8|7|7|1993|7
2384|16.5|4.5|3.7|7|1993|7
2385|17.5|6.3|0|7|1993|7
2386|18.3|5|0|7|1993|7
2387|18.8|13.3|7.6|7|1993|7
2388|22.8|14|3.4|7|1993|7
2389|21.3|14.8|5.2|7|1993|7
2390|22.5|13.5|2.6|7|1993|7
2391|21.5|8|0|7|1993|7
2392|20|11.8|1.2|7|1993|7
2393|20.8|13|0.8|7|1993|7
2394|20.5|11.8|2.8|7|1993|7
2395|18|10.5|0|7|1993|7
2396|20.5|14.8|0|7|1993|7
2397|23.8|15.3|15.1|7|1993|7
2398|17.8|10.3|1|7|1993|7
2399|19|10.5|0.7|7|1993|7
2400|18.5|14|1.3|7|1993|7
2401|19.5|15.3|3.4|7|1993|7
2402|24.4|17|0|7|1993|7
2403|19.3|14|0.3|7|1993|7
2404|20.8|10.9|0|7|1993|7
2405|18.5|6.1|0|8|1993|8
2406|21.5|12.5|0|8|1993|8
2407|21|12.8|0|8|1993|8
2408|21.5|11.8|0|8|1993|8
2409|19.2|13.3|1.5|8|1993|8
2410|19.5|9|0|8|1993|8
2411|21.4|12.8|0|8|1993|8
2412|22.8|12|0|8|1993|8
2413|20.8|14|0|8|1993|8
2414|22.5|13|0|8|1993|8
2415|19|10.5|0|8|1993|8
2416|21|14|19.3|8|1993|8
2417|19.5|5|0|8|1993|8
2418|20|7.3|0|8|1993|8
2419|25.8|14.5|0|8|1993|8
2420|22|11.5|0|8|1993|8
2421|22|9.8|0|8|1993|8
2422|22.7|8|0|8|1993|8
2423|23.3|8.5|0|8|1993|8
2424|25.3|13|0|8|1993|8
2425|25.3|12|0|8|1993|8
2426|23|11.8|8.6|8|1993|8
2427|17.3|9.3|0|8|1993|8
2428|16.8|6.8|0|8|1993|8
2429|18|3.5|0|8|1993|8
2430|18|6.5|0|8|1993|8
2431|18.5|6|0|8|1993|8
2432|18.5|4.5|0|8|1993|8
2433|19.3|5|0.4|8|1993|8
2434|20|4|0|8|1993|8
2435|21.5|12.7|0|8|1993|8
2436|23.3|6.8|0|8|1993|8
2437|19.5|8.8|0|9|1993|9
2438|24.3|10.8|0|9|1993|9
2439|21|10.8|0|9|1993|9
2440|19.8|5.5|0|9|1993|9
2441|17.5|3.8|0|9|1993|9
2442|18|4.8|0|9|1993|9
2443|19.3|8.3|0|9|1993|9
2444|22.5|13.5|35.8|9|1993|9
2445|20.3|14.8|4.7|9|1993|9
2446|19|13.3|8.4|9|1993|9
2447|16.5|5.5|0.1|9|1993|9
2448|16.9|5.3|0.2|9|1993|9
2449|15.5|11|19.3|9|1993|9
2450|16|11.3|11|9|1993|9
2451|14.5|6.8|0|9|1993|9
2452|15.8|9.7|7.6|9|1993|9
2453|15|9.4|0.2|9|1993|9
2454|17.2|2.4|0|9|1993|9
2455|16.8|3.4|0|9|1993|9
2456|20.8|12.3|0.3|9|1993|9
2457|16.5|11.5|10.4|9|1993|9
2458|18.3|10|2.9|9|1993|9
2459|17.8|5|0|9|1993|9
2460|16.5|5|0|9|1993|9
2461|16|7.8|0.1|9|1993|9
2462|12|3.5|0.6|9|1993|9
2463|13.8|0.5|0.1|9|1993|9
2464|13.8|7.8|5.4|9|1993|9
2465|12.3|5|4.1|9|1993|9
2466|14.3|2.8|6.9|9|1993|9
2467|14.5|7.3|12.6|10|1993|10
2468|12.8|9.3|19.7|10|1993|10
2469|12.8|7|1.7|10|1993|10
2470|16|9.3|2.3|10|1993|10
2471|16.5|10|5.1|10|1993|10
2472|16.5|9.5|7.9|10|1993|10
2473|15.5|8.5|5.5|10|1993|10
2474|14.2|6.3|1.8|10|1993|10
2475|15.5|9.3|5.6|10|1993|10
2476|14.3|8|0.8|10|1993|10
2477|15.5|10.5|12.2|10|1993|10
2478|17.5|10.3|6.7|10|1993|10
2479|17|11.5|59.5|10|1993|10
2480|13.6|7|1|10|1993|10
2481|11.1|-0.5|0|10|1993|10
2482|10|-3.5|0|10|1993|10
2483|9|-1.5|0|10|1993|10
2484|11|2|0|10|1993|10
2485|13|-2.3|0|10|1993|10
2486|10.9|-2|0|10|1993|10
2487|11|2.3|0.1|10|1993|10
2488|9.3|5|0|10|1993|10
2489|10.8|6|0|10|1993|10
2490|11.8|7|0|10|1993|10
2491|10.8|5.8|0|10|1993|10
2492|12|7.4|0|10|1993|10
2493|11.5|8.3|0|10|1993|10
2494|11|8|0.7|10|1993|10
2495|11.5|5.3|0|10|1993|10
2496|12|6.3|0|10|1993|10
2497|9.6|7.4|0|10|1993|10
2498|9.5|7|0|11|1993|11
2499|8|5|0|11|1993|11
2500|10.3|5.8|0|11|1993|11
2501|13.8|10.5|0|11|1993|11
2502|15.3|10.8|0|11|1993|11
2503|16.5|7.5|0|11|1993|11
2504|13.5|6.8|0|11|1993|11
2505|11.5|6.5|0|11|1993|11
2506|10.3|-1.8|0|11|1993|11
2507|11.5|6|9|11|1993|11
2508|12|3|2|11|1993|11
2509|9|2|0.5|11|1993|11
2510|11|6|9.3|11|1993|11
2511|13|5.5|7.8|11|1993|11
2512|8.5|0.3|0|11|1993|11
2513|9.5|-1.5|0|11|1993|11
2514|6.5|-0.5|0|11|1993|11
2515|6.7|-1.5|0|11|1993|11
2516|5.5|-2.8|0|11|1993|11
2517|5.7|-4.3|0|11|1993|11
2518|5|-2.3|0.3|11|1993|11
2519|1.8|-6|0|11|1993|11
2520|0.5|-5|0|11|1993|11
2521|0.8|-3.8|0|11|1993|11
2522|5|0.5|4.1|11|1993|11
2523|11|-0.8|0.1|11|1993|11
2524|4.8|0.5|0|11|1993|11
2525|8.3|-0.5|0|11|1993|11
2526|1|-1.3|0|11|1993|11
2527|7.5|-0.3|4.9|11|1993|11
2528|9|4.3|2.8|12|1993|12
2529|11|4|0.8|12|1993|12
2530|12.3|9.6|0.3|12|1993|12
2531|12.4|9.6|0.9|12|1993|12
2532|12|4.5|0.4|12|1993|12
2533|9.8|5.8|0|12|1993|12
2534|10|6|4.3|12|1993|12
2535|8.3|2.8|5.9|12|1993|12
2536|12.5|8|2.5|12|1993|12
2537|9.5|5.8|1.7|12|1993|12
2538|8.3|2.8|0|12|1993|12
2539|6.8|2.5|1.7|12|1993|12
2540|11.8|4.3|6.8|12|1993|12
2541|9.8|-1|0.8|12|1993|12
2542|6.5|-0.3|6.5|12|1993|12
2543|7.5|4|0.7|12|1993|12
2544|8.3|3.8|2|12|1993|12
2545|11|5.8|0.5|12|1993|12
2546|13.3|8.8|9.9|12|1993|12
2547|14.3|3.5|11.2|12|1993|12
2548|7.8|1.8|4.6|12|1993|12
2549|6.8|1.5|0.4|12|1993|12
2550|8.5|2.5|2.4|12|1993|12
2551|7|1.8|1.5|12|1993|12
2552|4.3|-0.7|0|12|1993|12
2553|3.5|-0.5|0|12|1993|12
2554|2.5|-2|0|12|1993|12
2555|3.5|-1.8|4.1|12|1993|12
2556|10|3|1.3|12|1993|12
2557|11.3|5.5|8|12|1993|12
2558|8.5|4|12.1|12|1993|12
2559|7|-0.5|0.1|1|1994|1
2560|9.2|1|6.6|1|1994|1
2561|9.8|4.6|0.2|1|1994|1
2562|8|4.3|3.3|1|1994|1
2563|8.5|1.8|9.2|1|1994|1
2564|8|1|6.3|1|1994|1
2565|4|-1.5|10.7|1|1994|1
2566|4|-4.2|9.9|1|1994|1
2567|7.8|-4|1.9|1|1994|1
2568|9.3|6.3|18.2|1|1994|1
2569|9|4.5|0.1|1|1994|1
2570|10|6.3|3.7|1|1994|1
2571|12.5|7.5|3.1|1|1994|1
2572|11.3|5.3|3.8|1|1994|1
2573|8.5|0.5|1.5|1|1994|1
2574|7|1.5|6.6|1|1994|1
2575|5|0.3|0|1|1994|1
2576|4|-1.5|0|1|1994|1
2577|8|2.8|2.9|1|1994|1
2578|7|0|0|1|1994|1
2579|9.5|4.5|0|1|1994|1
2580|10.3|6|0|1|1994|1
2581|11.6|5.3|1.7|1|1994|1
2582|11.5|1.8|3.3|1|1994|1
2583|11.5|4.1|2.3|1|1994|1
2584|12|4.8|6.4|1|1994|1
2585|11|6.5|0|1|1994|1
2586|11|4|4.5|1|1994|1
2587|7.5|-0.5|0.7|1|1994|1
2588|10.5|7.5|0.4|1|1994|1
2589|9.3|0.5|0|1|1994|1
2590|8.5|3.5|0|2|1994|2
2591|9.5|-1.3|4.2|2|1994|2
2592|6.5|-0.5|6.4|2|1994|2
2593|11|4.5|7.5|2|1994|2
2594|9.8|-0.3|0.1|2|1994|2
2595|10.5|-0.5|0|2|1994|2
2596|9.5|2.3|6.6|2|1994|2
2597|9|-3|0|2|1994|2
2598|9|1|0.5|2|1994|2
2599|9|0.3|0|2|1994|2
2600|7.8|0.3|7.2|2|1994|2
2601|6.3|-2|2.2|2|1994|2
2602|7|0|0|2|1994|2
2603|3.3|-5|0|2|1994|2
2604|-0.2|-5|3|2|1994|2
2605|7|-0.5|0|2|1994|2
2606|8|2.5|0|2|1994|2
2607|6|3.5|0|2|1994|2
2608|7.3|-1.5|0|2|1994|2
2609|6.8|0.8|0|2|1994|2
2610|2.8|-3.5|0|2|1994|2
2611|3.4|-3.3|0.2|2|1994|2
2612|2.5|0.3|10.3|2|1994|2
2613|4.5|2|3|2|1994|2
2614|4|1.5|0|2|1994|2
2615|8.9|3.8|2.4|2|1994|2
2616|11.9|7|0|2|1994|2
2617|12.5|6|0.3|2|1994|2
2618|11.8|5|0.9|3|1994|3
2619|9|3.8|2|3|1994|3
2620|11.5|3.5|0|3|1994|3
2621|12|2.5|0|3|1994|3
2622|10.5|6|0|3|1994|3
2623|13.8|4.3|0|3|1994|3
2624|10.8|6.8|0|3|1994|3
2625|13|10.5|2.1|3|1994|3
2626|12.5|9.5|0|3|1994|3
2627|11.4|3|0.9|3|1994|3
2628|11.5|-1.5|0|3|1994|3
2629|9.5|1.4|0|3|1994|3
2630|10.7|4.4|0.6|3|1994|3
2631|13.3|7.3|0|3|1994|3
2632|14.5|9.5|1.4|3|1994|3
2633|12.8|3.5|0.7|3|1994|3
2634|10|2.8|0|3|1994|3
2635|9.5|4.8|1.1|3|1994|3
2636|11.3|4|5.8|3|1994|3
2637|9.5|-1|0|3|1994|3
2638|9.5|2|0.7|3|1994|3
2639|11|1|1.8|3|1994|3
2640|12|8|5.3|3|1994|3
2641|13.8|8.3|1.7|3|1994|3
2642|13.3|9.8|0.4|3|1994|3
2643|12.5|1.3|1.3|3|1994|3
2644|10.5|-1.3|0|3|1994|3
2645|11|7|0.4|3|1994|3
2646|12|10.5|0|3|1994|3
2647|15|8.8|0|3|1994|3
2648|16.5|5.5|6.3|3|1994|3
2649|11|7|13.7|4|1994|4
2650|11|2.4|1.3|4|1994|4
2651|8.8|0|0.3|4|1994|4
2652|10.8|6|10.8|4|1994|4
2653|10.3|2.5|0.2|4|1994|4
2654|10.5|1.8|2.7|4|1994|4
2655|11.3|2|1.4|4|1994|4
2656|9.5|2.8|6|4|1994|4
2657|10|1|13.7|4|1994|4
2658|8.3|1.3|6.3|4|1994|4
2659|10|2.8|0|4|1994|4
2660|14.5|-0.5|0|4|1994|4
2661|11.3|4.3|5.1|4|1994|4
2662|10.8|2.5|0.1|4|1994|4
2663|8|3.3|1.3|4|1994|4
2664|8|5|1.2|4|1994|4
2665|12|2.5|0|4|1994|4
2666|11.3|3.3|0|4|1994|4
2667|10.3|1.8|0|4|1994|4
2668|11.8|6.8|0|4|1994|4
2669|12.3|7.3|0|4|1994|4
2670|14.3|3.3|0|4|1994|4
2671|16.5|10|6.8|4|1994|4
2672|17|6.8|2.4|4|1994|4
2673|15.8|3.8|0|4|1994|4
2674|13.8|10|0|4|1994|4
2675|18.5|10.8|0.3|4|1994|4
2676|18.5|12.3|0|4|1994|4
2677|19.5|5.8|0|4|1994|4
2678|22.8|11.5|0|4|1994|4
2679|19.5|3.5|0|5|1994|5
2680|18.5|5|0|5|1994|5
2681|18.3|4|0|5|1994|5
2682|19.5|8.5|1.5|5|1994|5
2683|14.8|6.5|1.2|5|1994|5
2684|12.8|9.3|5.2|5|1994|5
2685|15.8|10.3|0.1|5|1994|5
2686|13.5|6.3|7|5|1994|5
2687|16|5|0|5|1994|5
2688|17|4|0|5|1994|5
2689|18.5|9|0|5|1994|5
2690|18.5|11|6|5|1994|5
2691|18|5.5|0.8|5|1994|5
2692|20|10|0|5|1994|5
2693|20.3|1.5|13.7|5|1994|5
2694|19.5|10.8|0.1|5|1994|5
2695|19.5|6.8|12.2|5|1994|5
2696|9|6.3|2.8|5|1994|5
2697|14.5|1.3|0|5|1994|5
2698|13.8|3.5|0|5|1994|5
2699|20.5|15|5.4|5|1994|5
2700|13.5|10.5|22|5|1994|5
2701|16.5|10.5|0.5|5|1994|5
2702|15.5|10|1.4|5|1994|5
2703|13.3|9.5|1.7|5|1994|5
2704|14.5|2.5|7.3|5|1994|5
2705|12.5|5|2.3|5|1994|5
2706|13|7|0|5|1994|5
2707|12.3|1|0|5|1994|5
2708|16|1.5|0|5|1994|5
2709|18.3|3.3|0|5|1994|5
2710|21.5|3.3|0|6|1994|6
2711|25|11|0|6|1994|6
2712|18.8|11.3|0.3|6|1994|6
2713|16.6|8.3|0.8|6|1994|6
2714|12.5|5.3|7.4|6|1994|6
2715|16.5|11.3|0.3|6|1994|6
2716|21.5|12.3|0|6|1994|6
2717|21.3|12|1.7|6|1994|6
2718|16.8|6.5|0.3|6|1994|6
2719|15.8|10.8|0|6|1994|6
2720|17.5|5.5|0|6|1994|6
2721|19.8|5.8|0|6|1994|6
2722|20.8|7.8|0|6|1994|6
2723|23|11.8|0|6|1994|6
2724|23|7.3|0|6|1994|6
2725|22.5|11.5|0|6|1994|6
2726|23|9|0|6|1994|6
2727|24.2|11.4|0|6|1994|6
2728|21.7|12|0|6|1994|6
2729|20|12.8|0|6|1994|6
2730|17.8|13|0.9|6|1994|6
2731|17.5|15|0|6|1994|6
2732|20.8|6.8|0|6|1994|6
2733|24|13.8|0|6|1994|6
2734|29|15|7.5|6|1994|6
2735|21.5|10.5|0|6|1994|6
2736|20.3|12.5|0|6|1994|6
2737|25.3|9.5|0|6|1994|6
2738|27.3|14.5|0.5|6|1994|6
2739|20.5|7|0|6|1994|6
2740|24.8|9.8|0|7|1994|7
2741|26|15.8|0|7|1994|7
2742|26.5|12.3|0|7|1994|7
2743|27.5|16.3|1.6|7|1994|7
2744|23.5|12|0|7|1994|7
2745|21|11.3|0.2|7|1994|7
2746|20.5|10.8|7.5|7|1994|7
2747|21.8|13.8|8.1|7|1994|7
2748|17.5|13.8|0.5|7|1994|7
2749|24.3|11|0|7|1994|7
2750|25.5|9|0|7|1994|7
2751|29.3|13|0|7|1994|7
2752|31.5|16|0.3|7|1994|7
2753|22.5|15.3|0|7|1994|7
2754|24.8|11.3|0|7|1994|7
2755|23|14|0|7|1994|7
2756|25.8|12.5|0|7|1994|7
2757|25|13|0|7|1994|7
2758|24.5|11|0|7|1994|7
2759|26.5|12|0|7|1994|7
2760|27.8|11.5|0|7|1994|7
2761|28.5|14|0|7|1994|7
2762|26.8|13.3|0|7|1994|7
2763|28.3|16.8|0.8|7|1994|7
2764|31.8|16.8|0|7|1994|7
2765|28.5|16.5|0.3|7|1994|7
2766|22.5|18|0|7|1994|7
2767|26.3|14.8|3.5|7|1994|7
2768|21.8|9.3|0|7|1994|7
2769|26.5|12.8|0|7|1994|7
2770|30.5|18.3|0|7|1994|7
2771|26.3|15|0.2|8|1994|8
2772|23|12|0|8|1994|8
2773|24.8|17|0.4|8|1994|8
2774|29.5|19.8|0|8|1994|8
2775|23.8|16.8|0.7|8|1994|8
2776|26.6|15.3|0|8|1994|8
2777|26.5|17|0|8|1994|8
2778|23.3|14.3|0|8|1994|8
2779|25|12|0|8|1994|8
2780|23.3|15.5|1.3|8|1994|8
2781|18|14|3.7|8|1994|8
2782|17.8|13.5|9.4|8|1994|8
2783|19.9|8.2|0|8|1994|8
2784|20.6|6.7|0|8|1994|8
2785|20|5.3|0|8|1994|8
2786|23.5|6.5|0|8|1994|8
2787|24.5|11.8|1.8|8|1994|8
2788|19|10.5|0|8|1994|8
2789|21.3|14|2|8|1994|8
2790|21.8|8.8|0|8|1994|8
2791|20.5|11|0|8|1994|8
2792|23.3|13.3|0|8|1994|8
2793|26.5|15.5|0|8|1994|8
2794|21.5|11.5|0.3|8|1994|8
2795|22|15.8|5.3|8|1994|8
2796|19.5|12.5|3.6|8|1994|8
2797|22.8|15|0.4|8|1994|8
2798|20.3|10|0|8|1994|8
2799|19.4|9.6|0|8|1994|8
2800|20.5|9|0|8|1994|8
2801|19|10.3|0.5|8|1994|8
2802|16.5|13|6.4|9|1994|9
2803|16.8|8.5|1.7|9|1994|9
2804|21|9.5|0|9|1994|9
2805|17.8|15.5|3.9|9|1994|9
2806|20|11.5|0|9|1994|9
2807|19|6.5|0|9|1994|9
2808|16.5|7|0|9|1994|9
2809|18.5|7|12.2|9|1994|9
2810|17.8|7.9|1.9|9|1994|9
2811|17.4|9.2|10.3|9|1994|9
2812|16.2|3.5|1.2|9|1994|9
2813|17.4|13|3.1|9|1994|9
2814|17.5|9.3|0.1|9|1994|9
2815|19|10|4.9|9|1994|9
2816|17.8|9.8|38.8|9|1994|9
2817|14.5|8.8|14.4|9|1994|9
2818|13.8|5|0|9|1994|9
2819|13.5|7.5|0|9|1994|9
2820|14.3|8.3|8.8|9|1994|9
2821|13.3|11|7.5|9|1994|9
2822|15.3|7.8|0.2|9|1994|9
2823|19.3|11.8|0.1|9|1994|9
2824|19.3|10.5|0|9|1994|9
2825|18.3|13.2|0.5|9|1994|9
2826|17.9|13.2|0|9|1994|9
2827|17.5|14.3|0.1|9|1994|9
2828|17.3|9.3|0|9|1994|9
2829|18.5|8.8|0|9|1994|9
2830|17.3|8.5|0|9|1994|9
2831|14.8|11.8|0|9|1994|9
2832|14.3|10.5|0|10|1994|10
2833|15.5|8.8|0.1|10|1994|10
2834|15.5|9|3.7|10|1994|10
2835|12.8|-0.5|0.8|10|1994|10
2836|10.5|0.5|0|10|1994|10
2837|14|0.8|0|10|1994|10
2838|15.3|1.5|0|10|1994|10
2839|16.8|2.8|0|10|1994|10
2840|16.5|2.8|0|10|1994|10
2841|17.3|0.3|0|10|1994|10
2842|19|6|0|10|1994|10
2843|17.3|5.5|0|10|1994|10
2844|17.8|7.5|0|10|1994|10
2845|17.5|7.8|0|10|1994|10
2846|17.5|5.5|0|10|1994|10
2847|17.5|8.3|0.2|10|1994|10
2848|13.3|6|0|10|1994|10
2849|11.5|0.5|0|10|1994|10
2850|13.4|5|0|10|1994|10
2851|14.5|10|0.9|10|1994|10
2852|14|10|3.7|10|1994|10
2853|15.9|11|6.4|10|1994|10
2854|17|9|10.8|10|1994|10
2855|14|7|0|10|1994|10
